PDB,ScopTree Search for Multi-domain proteins (alpha and beta)
1A0G,
1A31,
1A35,
1A36,
1A3G,
1A4E,
1A7C,
1AB4,
1AD2,
1ALQ,
1AMU,
1ANT,
1ARO,
1AS4,
1ATH,
1ATT,
1ATU,
1AWB,
1AXB,
1AZX,
1B3K,
1BA3,
1BGW,
1BGX,
1BJT,
1BK4,
1BLC,
1BLH,
1BLP,
1BLS,
1BQM,
1BQN,
1BR8,
1BSG,
1BT5,
1BTL,
1BUC,
1BUE,
1BUL,
1BY7,
1BZA,
1C0T,
1C0U,
1C1B,
1C1C,
1C2P,
1C3B,
1C5G,
1C8O,
1CC1,
1CEF,
1CEG,
1CEZ,
1CF9,
1CI8,
1CI9,
1CJS,
1CK3,
1CLQ,
1CNQ,
1CSJ,
1CY0,
1CY1,
1CY2,
1CY4,
1CY6,
1CY7,
1CY8,
1CY9,
1CYY,
1D0E,
1D1U,
1D3Y,
1D5A,
1D5S,
1D6M,
1D8Y,
1D9D,
1D9F,
1D9Q,
1DAA,
1DB2,
1DBZ,
1DCU,
1DD9,
1DDE,
1DGB,
1DGF,
1DGG,
1DGH,
1DJA,
1DJB,
1DJC,
1DK4,
1DLO,
1DPI,
1DQS,
1DTQ,
1DTT,
1DVM,
1DVN,
1DWU,
1DY6,
1DZG,
1DZH,
1.00E+03,
1.00E+04,
1.00E+05,
1E1D,
1.00E+25,
1E2U,
1E3D,
1E3U,
1E4D,
1.00E+93,
1E9V,
1ECL,
1ECR,
1EET,
1EGC,
1EGD,
1EGE,
1EI5,
1EJ9,
1EKF,
1EKP,
1EKV,
1EP4,
1EPU,
1EQN,
1ERM,
1ERO,
1ERQ,
1ES2,
1ES3,
1ES4,
1ES5,
1ESI,
1ESU,
1ET0,
1EWZ,
1EYI,
1EYJ,
1EYK,
1EZX,
1F0C,
1F4J,
1FBC,
1FBD,
1FBE,
1FBF,
1FBG,
1FBH,
1FBP,
1FCM,
1FCN,
1FCO,
1FJ6,
1FJ9,
1FK9,
1FKO,
1FKP,
1FOF,
1FOU,
1FPB,
1FPD,
1FPE,
1FPF,
1FPG,
1FPI,
1FPJ,
1FPK,
1FPL,
1FQG,
1FR1,
1FR6,
1FRF,
1FRP,
1FRV,
1FSA,
1FSW,
1FSY,
1FTA,
1FVF,
1FVH,
1G0H,
1G0I,
1G2W,
1G68,
1G6A,
1GA0,
1GA9,
1GCE,
1GG9,
1GGE,
1GGF,
1GGH,
1GGJ,
1GGK,
1GHI,
1GHM,
1GHP,
1GKU,
1GL9,
1GN9,
1GNL,
1GNT,
1GQE,
1GWE,
1GWF,
1GWH,
1GX5,
1GX6,
1H2A,
1H2R,
1H38,
1H5W,
1H5X,
1H6N,
1H7K,
1H8Y,
1H8Z,
1HAR,
1HBZ,
1HD8,
1HHS,
1HHT,
1HI0,
1HI1,
1HI8,
1HLE,
1HMV,
1HNI,
1HNV,
1HP7,
1HPZ,
1HQE,
1HQU,
1HTZ,
1HVB,
1HVU,
1HYS,
1HZO,
1I1K,
1I1L,
1I1M,
1I2A,
1I2K,
1I2L,
1I2S,
1I2W,
1I3Q,
1I50,
1I5Q,
1I6H,
1I6J,
1I6V,
1I7D,
1IEL,
1IEM,
1IG9,
1IH7,
1IJG,
1IKG,
1IKI,
1IKV,
1IKW,
1IKX,
1IKY,
1IM4,
1IMA,
1IMB,
1IMC,
1IMD,
1IME,
1IMF,
1IMV,
1INP,
1IO1,
1IPH,
1IS2,
1IVH,
1IW7,
1IYD,
1IYE,
1IYO,
1IYP,
1IYQ,
1IYS,
1IZ2,
1IZN,
1J5O,
1J9M,
1JIH,
1JJO,
1JKH,
1JLA,
1JLB,
1JLC,
1JLE,
1JLF,
1JLG,
1JLQ,
1JMJ,
1JMO,
1JMU,
1JNB,
1JP4,
1JPU,
1JQ5,
1JQA,
1JQI,
1JQK,
1JRR,
1JTD,
1JTG,
1JTI,
1JVJ,
1JVQ,
1JWP,
1JWV,
1JWZ,
1JX4,
1JXE,
1JXL,
1K1Q,
1K1S,
1K25,
1K38,
1K4E,
1K4F,
1K4S,
1K4T,
1K54,
1K55,
1K56,
1K57,
1K6R,
1K6S,
1K83,
1K8T,
1K90,
1K93,
1K9O,
1K9Y,
1K9Z,
1KA0,
1KA1,
1KCT,
1KDS,
1KDW,
1KE0,
1KE3,
1KE4,
1KFD,
1KFS,
1KGE,
1KGF,
1KGG,
1KHV,
1KHW,
1KLM,
1KLN,
1KNZ,
1KON,
1KQ3,
1KRP,
1KSP,
1KT8,
1KTA,
1KTQ,
1KVL,
1KVM,
1KYQ,
1KZ8,
1L0D,
1L0E,
1L0F,
1L0G,
1L2S,
1L3S,
1L3T,
1L3U,
1L3V,
1L5U,
1LBV,
1LBW,
1LBX,
1LBY,
1LBZ,
1LCI,
1LDJ,
1LDK,
1LEV,
1LFP,
1LHY,
1LI0,
1LI9,
1LJ5,
1LK6,
1LL5,
1LL9,
1LLB,
1LPQ,
1LQ8,
1LV5,
1LVC,
1LW0,
1LW2,
1LWC,
1LWE,
1LWF,
1M1C,
1M40,
1M6K,
1M7S,
1M85,
1M93,
1MBL,
1MD9,
1MDB,
1MDF,
1MJG,
1MKI,
1MML,
1MPL,
1MQF,
1MQS,
1MSW,
1MTP,
1MU2,
1MUK,
1MW7,
1MW8,
1MW9,
1MWH,
1MWR,
1MWS,
1MWT,
1MWU,
1MXO,
1MY8,
1MZP,
1N1H,
1N35,
1N38,
1N48,
1N4L,
1N4O,
1N56,
1N5Y,
1N6Q,
1N9B,
1NB4,
1NB6,
1NB7,
1NH1,
1NH3,
1NHU,
1NHV,
1NI9,
1NJ4,
1NJW,
1NJX,
1NJY,
1NJZ,
1NK0,
1NK4,
1NK5,
1NK6,
1NK7,
1NK8,
1NK9,
1NKB,
1NKC,
1NKE,
1NM0,
1NND,
1NO7,
1NQ9,
1NR5,
1NRF,
1NRX,
1NUA,
1NUI,
1NUW,
1NUX,
1NUY,
1NUZ,
1NV0,
1NV1,
1NV2,
1NV3,
1NV4,
1NV5,
1NV6,
1NV7,
1NVA,
1NVB,
1NVD,
1NVE,
1NVF,
1NXY,
1NY0,
1NYM,
1NYY,
1NZO,
1NZU,
1O07,
1O2D,
1O7E,
1OA0,
1OA1,
1OAO,
1OC0,
1OIS,
1OJ7,
1OME,
1ONG,
1ONH,
1OO8,
1OPH,
1OS5,
1OVA,
1OYH,
1P7Y,
1P7Z,
1P80,
1P81,
1PG3,
1PG4,
1PI4,
1PI5,
1PIO,
1PJQ,
1PJS,
1PJT,
1PK0,
1PMD,
1PSI,
1PW1,
1PW8,
1PWC,
1PWD,
1PWG,
1PYY,
1PZO,
1PZP,
1Q2P,
1Q2Q,
1Q57,
1Q87,
1Q88,
1Q89,
1Q8I,
1Q9D,
1Q9X,
1Q9Y,
1QAI,
1QAJ,
1QE1,
1QF7,
1QGX,
1QHT,
1QLN,
1QLP,
1QMB,
1QME,
1QMF,
1QMN,
1QQC,
1QQW,
1QSL,
1QSS,
1QSY,
1QTM,
1QUV,
1QWL,
1QWM,
1QWS,
1R0A,
1R1L,
1R2J,
1R49,
1R6F,
1RA6,
1RA7,
1RAJ,
1RCJ,
1RDR,
1RDX,
1RDY,
1RDZ,
1REV,
1RGY,
1RGZ,
1RP5,
1RQ0,
1RR8,
1RRJ,
1RRM,
1RT1,
1RT2,
1RT3,
1RT4,
1RT5,
1RT6,
1RT7,
1RTD,
1RTH,
1RTI,
1RTJ,
1RU3,
1RX0,
1RY2,
1RYR,
1RYS,
1S0M,
1S0N,
1S0O,
1S0V,
1S0W,
1S10,
1S1T,
1S1U,
1S1V,
1S1W,
1S1X,
1S26,
1S48,
1S49,
1S4F,
1S5J,
1S6P,
1S6Q,
1S6R,
1S76,
1S77,
1S97,
1S9E,
1S9F,
1S9G,
1SC7,
1SCW,
1SDE,
1SDN,
1SEK,
1SEU,
1SG6,
1SH0,
1SH2,
1SH3,
1SHV,
1SI8,
1SIQ,
1SIR,
1SK6,
1SKF,
1SKR,
1SKS,
1SKW,
1SL0,
1SL1,
1SL2,
1SMY,
1SNG,
1SPI,
1SR5,
1SR8,
1SRQ,
1SU6,
1SU7,
1SU8,
1SUF,
1SUQ,
1SUW,
1SV5,
1SZQ,
1T03,
1T05,
1T1F,
1T3N,
1T5D,
1T5H,
1T7P,
1T8E,
1T8I,
1T94,
1T9G,
1TAQ,
1TAU,
1TB6,
1TDG,
1TDL,
1TEM,
1TGO,
1TGU,
1TH2,
1TH3,
1TH4,
1TK0,
1TK5,
1TK8,
1TKD,
1TKT,
1TKX,
1TKZ,
1TL1,
1TL3,
1TL8,
1TQL,
1TV6,
1TVF,
1TVR,
1TWA,
1TWC,
1TWF,
1TWG,
1TWH,
1U09,
1U0R,
1U0T,
1U45,
1U47,
1U48,
1U49,
1U4B,
1U5U,
1U60,
1U63,
1U6G,
1U7L,
1U8V,
1U9T,
1UA0,
1UA1,
1UBH,
1UBJ,
1UBK,
1UBL,
1UBM,
1UBO,
1UBR,
1UBT,
1UBU,
1UCU,
1UDY,
1UF2,
1UHG,
1UJN,
1UKW,
1ULT,
1UPX,
1URJ,
1UVI,
1UVJ,
1UVK,
1UVL,
1UVM,
1UVN,
1UWB,
1UWK,
1UWL,
1V25,
1V26,
1VDD,
1VDW,
1VHD,
1VKY,
1VLJ,
1VM1,
1VQQ,
1VRT,
1VRU,
1W07,
1W1U,
1W5D,
1W79,
1W8Q,
1W8Y,
1W9M,
1WAF,
1WAJ,
1WDI,
1WN7,
1WNE,
1WNS,
1WS9,
1WUH,
1WUI,
1WUJ,
1WUK,
1WUL,
1WYB,
1WYC,
1X75,
1X87,
1X9M,
1X9S,
1X9W,
1XA1,
1XA7,
1XC9,
1XFI,
1XGI,
1XGJ,
1XHX,
1XHZ,
1XI1,
1XI6,
1XKZ,
1XP4,
1XPB,
1XQB,
1XQG,
1XQJ,
1XR5,
1XR6,
1XR7,
1XWL,
1XX2,
1Y3I,
1YNJ,
1YNN,
1YQ9,
1YQS,
1Z0S,
1Z0U,
1Z0Z,
1Z6F,
1ZBP,
1ZET,
1ZG4,
1ZHO,
1ZJC,
1ZTT,
1ZTW,
1ZYQ,
1ZYR,
2A1H,
2A1T,
2A3U,
2A49,
2A68,
2A69,
2A6E,
2A6H,
2A9E,
2ACH,
2AGO,
2AGP,
2AGQ,
2ALZ,
2ANT,
2ASD,
2ASJ,
2ASL,
2ATL,
2ATQ,
2AU0,
2AVU,
2AYI,
2AZE,
2B3T,
2B4X,
2B5J,
2B5R,
2B5T,
2B63,
2B6A,
2B8K,
2BAN,
2BDP,
2BE2,
2BE5,
2BEH,
2BG1,
2BI4,
2BL4,
2BLM,
2BLS,
2BON,
2BQ3,
2BQR,
2BQU,
2BR0,
2BRK,
2BTV,
2C0U,
2C12,
2C22,
2C28,
2C2D,
2C2E,
2C2R,
2C5W,
2C6W,
2CAG,
2CAH,
2CC1,
2CW0,
2CX9,
2D26,
2D29,
2D3U,
2D3Z,
2D41,
2D7S,
2DAA,
2DAB,
2DCF,
2DDH,
2DNS,
2DPI,
2DPJ,
2DRW,
2DY4,
2E2H,
2E2I,
2E2J,
2E9R,
2E9T,
2E9Z,
2EC0,
2EFU,
2EFX,
2EWJ,
2EX2,
2EX3,
2EX6,
2EX8,
2EX9,
2EXA,
2EXB,
2F3B,
2F3D,
2F8E,
2FBP,
2FFF,
2FFJ,
2FFY,
2FIY,
2FJV,
2FJW,
2FJX,
2FLL,
2FLN,
2FLP,
2FRV,
2FUG,
2FVO,
2FVP,
2FVQ,
2FVR,
2FVS,
2G2U,
2G2W,
2G8L,
2GA9,
2GAF,
2GC8,
2GD4,
2GHO,
2GQF,
2GUM,
2H5S,
2HDQ,
2HDR,
2HDS,
2HDU,
2HHF,
2HHM,
2HHQ,
2HHS,
2HHT,
2HHU,
2HHV,
2HHW,
2HHX,
2HIJ,
2HMI,
2HQV,
2HVH,
2HVI,
2HW3,
2HW8,
2HWH,
2HWI,
2HYE,
2I05,
2I06,
2I0Z,
2I1R,
2I5H,
2I5J,
2I71,
2I72,
2IBK,
2IJD,
2IJN,
2IJR,
2ILY,
2ILZ,
2IM0,
2IM1,
2IM2,
2IM3,
2IMW,
2IQF,
2IQH,
2J0P,
2J0R,
2J6S,
2J6T,
2J6U,
2J9P,
2JA5,
2JA6,
2JA7,
2JA8,
2JEF,
2JEG,
2JEI,
2JEJ,
2JGR,
2KFN,
2KFZ,
2KTQ,
2KZM,
2KZZ,
2NUD,
2NUN,
2NVQ,
2NVT,
2NVX,
2NVY,
2NVZ,
2O3I,
2O5D,
2O5I,
2O5J,
2OEZ,
2OLU,
2OLV,
2OM7,
2OPP,
2OPQ,
2OPS,
2OSU,
2OYQ,
2OZM,
2OZS,
2P1R,
2P3Y,
2P5G,
2P5O,
2P62,
2P9V,
2PGG,
2PI4,
2PI5,
2PPB,
2PU2,
2PU4,
2PY5,
2PYJ,
2PYL,
2PZS,
2Q40,
2Q9M,
2Q9N,
2QV7,
2QVL,
2QVU,
2QVV,
2R0M,
2R0N,
2R2R,
2R2S,
2R2T,
2R2U,
2R6G,
2R7Z,
2R8G,
2R8H,
2R8I,
2R8J,
2R8K,
2R92,
2R93,
2R9W,
2R9X,
2RCX,
2RDI,
2RDJ,
2REH,
2RF2,
2RGR,
2RKI,
2UVR,
2UVU,
2UVV,
2UVW,
2UWX,
2V1C,
2V9W,
2VA2,
2VA3,
2VG5,
2VG6,
2VG7,
2VUM,
2VWJ,
2VWK,
2YU9,
2Z2L,
2Z2M,
2Z8Y,
2ZAF,
2ZC3,
2ZC4,
2ZD1,
2ZD8,
2ZE2,
2ZNH,
3B51,
3B52,
3B53,
3BDP,
3BEB,
3BEC,
3BGR,
3BLM,
3BLS,
3BQ0,
3BQ1,
3BQ2,
3BRM,
3C4O,
3C4P,
3C6T,
3C6U,
3C7U,
3C7V,
3CAA,
3CQ8,
3CQZ,
3CW9,
3DAA,
3DI6,
3DLE,
3DLG,
3DLK,
3DM2,
3DOK,
3DOL,
3DRP,
3DRR,
3DRS,
3DWK,
3DXJ,
3EVJ,
3FBP,
3HVT,
3KTQ,
3MDD,
3MDE,
3PTE,
4BDP,
4BLC,
4BLM,
4CAA,
4DAA,
4FBP,
4KTQ,
4RNP,
5DAA,
5FBP,
5KTQ,
7API,
7CAT,
8API,
8CAT,
9API,
9PAI,